蜀麗人,0.008922329447308705,灼灼,songjin
泰伯,0.00892145282936525,灼灼,songjin
前,0.008879221437071816,灼灼,songjin
辛味,0.008878132774533967,灼灼,songjin
寒溫,0.00887704417797476,灼灼,songjin
之,0.008875492031060335,灼灼,songjin
清韻,0.008870521482872996,灼灼,songjin
杜陵客,0.008867631099600632,灼灼,songjin
其用,0.008816390620489447,灼灼,songjin
粧,0.008812136122397769,灼灼,songjin
野菜,0.008795045031375053,灼灼,songjin
芙蓉,0.00879192450262417,灼灼,songjin
日光,0.008779066038189098,灼灼,songjin
無窮,0.008763089643702383,灼灼,songjin
遠近,0.008761026340457015,灼灼,songjin
葉中,0.008749545958721842,灼灼,songjin
釭,0.00873548823783557,灼灼,songjin
嵗,0.008717048303674303,灼灼,songjin
千點,0.008652025952811159,灼灼,songjin
禁林,0.008635034589600077,灼灼,songjin
到底,0.008631833771209982,灼灼,songjin
」,0.00860672056360668,灼灼,songjin
上,0.008590273987420932,灼灼,songjin
杜公瞻,0.008586883105714383,灼灼,songjin
花柳,0.008585229368519411,灼灼,songjin
昴,0.008573208217064435,灼灼,songjin
盈,0.008571997591596001,灼灼,songjin
宋梅堯臣,0.008571744629631763,灼灼,songjin
蓬,0.008568425977240673,灼灼,songjin
宋祁,0.008543249063571318,灼灼,songjin
淑,0.00853770195434329,灼灼,songjin
珍兮君,0.0085276929571283,灼灼,songjin
出守始,0.00852603295454019,灼灼,songjin
一吹噓,0.008524125640440012,灼灼,songjin
所部,0.00852103527617521,灼灼,songjin
已私,0.008509488433832728,灼灼,songjin
曰,0.008496790782109931,灼灼,songjin
、,0.008492089734128627,灼灼,songjin
糓,0.008481391805876292,灼灼,songjin
棄乎,0.008480873854358709,灼灼,songjin
及,0.008449696508285736,灼灼,songjin
錦城春暖花,0.008448611633445747,灼灼,songjin
無能加,0.008433514463841293,灼灼,songjin
自天,0.008407797123492393,灼灼,songjin
擢,0.008407566293757773,灼灼,songjin
美女,0.00840739176050561,灼灼,songjin
盛者,0.008403071106677174,灼灼,songjin
子,0.008400551254095601,灼灼,songjin
得,0.008389807873931798,灼灼,songjin
已,0.008387671818343288,灼灼,songjin
不為,0.008386796825878774,灼灼,songjin
蘆之猗子胥,0.00836187188117203,灼灼,songjin
青春,0.008359197010522304,灼灼,songjin
蘆之崎子胥,0.008350869702970578,灼灼,songjin
無有,0.008323902469514604,灼灼,songjin
莊聞,0.008316742020671123,灼灼,songjin
仙味,0.008292931847519018,灼灼,songjin
増,0.008287611917268768,灼灼,songjin
眼尚,0.008286885529661024,灼灼,songjin
六八,0.008283821534718258,灼灼,songjin
落荒,0.008278282151702161,灼灼,songjin
斑斑,0.008266865971592574,灼灼,songjin
雁,0.008258853668611435,灼灼,songjin
女乎陽,0.008241838061468469,灼灼,songjin
盤礴,0.008241180299991713,灼灼,songjin
破紅,0.008238564250154255,灼灼,songjin
花猶葉底,0.008227649229345775,灼灼,songjin
菜瓜,0.008216835899659212,灼灼,songjin
春花,0.008212941000452303,灼灼,songjin
平人夕,0.008211123637494478,灼灼,songjin
長,0.008203398702542188,灼灼,songjin
弄,0.008158877617727541,灼灼,songjin
輦,0.008153583799628569,灼灼,songjin
集有,0.008146171155820135,灼灼,songjin
荅,0.008143415316271723,灼灼,songjin
照無邊,0.0081299458316797385,灼灼,songjin
渠,0.00812026093290502,灼灼,songjin
諸丹,0.008120139415569516,灼灼,songjin
大眾信,0.008100416671258761,灼灼,songjin
四門開,0.008097120744369602,灼灼,songjin
中,0.008074536000187626,灼灼,songjin
相見,0.008044888418508773,灼灼,songjin
百,0.008035467123099042,灼灼,songjin
出戶庭,0.00803099189654147,灼灼,songjin
p.46,0.008022296664378108,灼灼,songjin
珠簾,0.008020914839700249,灼灼,songjin
既渡,0.008009172943623397,灼灼,songjin
照,0.008004576439426803,灼灼,songjin
往來,0.008004154719154295,灼灼,songjin
內立,0.007993725776859856,灼灼,songjin
含暉,0.007983995547063989,灼灼,songjin
日色,0.007963667487672264,灼灼,songjin
洋洋,0.00795658982733196,灼灼,songjin
花夏,0.007949442667822187,灼灼,songjin
七曜,0.007904280586010204,灼灼,songjin
巖巖,0.007884729205647126,灼灼,songjin
花下,0.007881371910340475,灼灼,songjin
亦非,0.007879947510524692,灼灼,songjin
周,0.007873295171206657,灼灼,songjin
名園,0.007857392700765306,灼灼,songjin
蹙,0.007857278026546708,灼灼,songjin
君恩未報,0.00782958427117339,灼灼,songjin
陰陰,0.00782184212509669,灼灼,songjin
脇,0.00781563882052135,灼灼,songjin
神應,0.007811476006279586,灼灼,songjin
迷,0.007807550912015868,灼灼,songjin
凋,0.007797833876697675,灼灼,songjin
治為,0.0077857581055900005,灼灼,songjin
求渡,0.007776788383505254,灼灼,songjin
縞,0.007771835713059008,灼灼,songjin
秋聲,0.007762644689406605,灼灼,songjin
-,0.00775542650082942,灼灼,songjin
之剖,0.007747421787500027,灼灼,songjin
不可,0.007745071923548492,灼灼,songjin
赤色,0.0077284300185846795,灼灼,songjin
曲折,0.007727430369502989,灼灼,songjin
傍,0.007722595090888303,灼灼,songjin
生寒燼,0.007715861909730748,灼灼,songjin
霍,0.007690442494589494,灼灼,songjin
依稀,0.0076663788792715095,灼灼,songjin
季女,0.007651132766466513,灼灼,songjin
匊,0.007644229117387039,灼灼,songjin
春事,0.007643492910967309,灼灼,songjin
不肯,0.007642803843261344,灼灼,songjin
蓞,0.007619905271120949,灼灼,songjin
映娥,0.007606658914534624,灼灼,songjin
直下長,0.00760022499648542,灼灼,songjin
摵,0.007595000007507211,灼灼,songjin
南枝開,0.007580686146295024,灼灼,songjin
實,0.007551019440020887,灼灼,songjin
寶,0.007547954664146092,灼灼,songjin
蘭叢,0.007546275983601335,灼灼,songjin
養元神,0.007544536559822989,灼灼,songjin
吏,0.007532455939036237,灼灼,songjin
秦觀,0.007514456090139128,灼灼,songjin
連天,0.007480211283313651,灼灼,songjin
人不知,0.0074744401629636284,灼灼,songjin
與子期,0.007449953619622905,灼灼,songjin
蒼蒼,0.007444265854524369,灼灼,songjin
菡萏,0.007442794555399049,灼灼,songjin
棲,0.0074387141334175495,灼灼,songjin
纍纍,0.007426913798274242,灼灼,songjin
昨日,0.007415509061300056,灼灼,songjin
漏,0.007389602818796656,灼灼,songjin
子胥,0.007385329441615682,灼灼,songjin
丹砂,0.007378500985593267,灼灼,songjin
去,0.007340591664593808,灼灼,songjin
萎春,0.007338436076980961,灼灼,songjin
出何,0.0073350429281617766,灼灼,songjin
燔,0.0073210582088450195,灼灼,songjin
未識角,0.007305916825683013,灼灼,songjin
但,0.0072986934935534205,灼灼,songjin
從事,0.007289409458391001,灼灼,songjin
雲之興森,0.007282666836749302,灼灼,songjin
之容鬱,0.00726486745401366,灼灼,songjin
爲,0.007258219276493106,灼灼,songjin
梅花,0.007243815909433435,灼灼,songjin
桃臉,0.007233117215873531,灼灼,songjin
殿,0.0072330781561518315,灼灼,songjin
蔕,0.007218303183714586,灼灼,songjin
仇,0.007212247794202788,灼灼,songjin
「,0.007202155587877575,灼灼,songjin
菡,0.007184603613683633,灼灼,songjin
贈,0.007139682668516148,灼灼,songjin
如橫天,0.0071228320939052125,灼灼,songjin
戲,0.007119910633190628,灼灼,songjin
無加,0.007100506352919868,灼灼,songjin
廊,0.007087834625274044,灼灼,songjin
制鬼,0.007067791190690654,灼灼,songjin
光映,0.007067530536843871,灼灼,songjin
夭桃,0.007066726170473288,灼灼,songjin
不如,0.007056350359289469,灼灼,songjin
籍,0.007045405420028114,灼灼,songjin
𡶶,0.007040531381373098,灼灼,songjin
含笑,0.0070311483050334725,灼灼,songjin
回頭,0.00702993904265146,灼灼,songjin
傳,0.007023245723724275,灼灼,songjin
如,0.007008992891045612,灼灼,songjin
客河,0.00699850296178486,灼灼,songjin
海棠,0.00698419333309854,灼灼,songjin
邱,0.00696816107425066,灼灼,songjin
牛,0.006957551215965638,灼灼,songjin
夜光,0.006948962087391197,灼灼,songjin
貴賤,0.00693856574822531,灼灼,songjin
已枝間,0.006907946321168541,灼灼,songjin
軺,0.006895690383023895,灼灼,songjin
暑無,0.006888663908345856,灼灼,songjin
仙盤,0.0068758999802103855,灼灼,songjin
collocate,value,ideo,period
灼灼,0.34237283695606047,灼灼,suitang
夭夭,0.06248205276605291,灼灼,suitang
。,0.05249068841236408,灼灼,suitang
桃之夭夭,0.03926598156200611,灼灼,suitang
離離,0.033393599473695315,灼灼,suitang
其華,0.031442866235828204,灼灼,suitang
盛者,0.029201713795001347,灼灼,suitang
亭亭,0.028711578996828885,灼灼,suitang
遮詩,0.02596893869062707,灼灼,suitang
英英,0.02542766506019955,灼灼,suitang
滿縣,0.02507977150495696,灼灼,suitang
錦莫周,0.024623492767268166,灼灼,suitang
蓁蓁,0.02461442195382713,灼灼,suitang
詩濯,0.024581364197061556,灼灼,suitang
桃李,0.024244945111440548,灼灼,suitang
其華易林,0.02407696455267863,灼灼,suitang
不,0.023999169961774036,灼灼,suitang
大火,0.023989795725150687,灼灼,suitang
開紅春,0.02394707198570112,灼灼,suitang
桃有華,0.02384211280583382,灼灼,suitang
兮,0.02359615764127184,灼灼,suitang
中而,0.023527373059106838,灼灼,suitang
結實夏,0.02338243970634188,灼灼,suitang
嚶嚶,0.023197868496611772,灼灼,suitang
朱實繁,0.023176604078132136,灼灼,suitang
春桃,0.02292289666602673,灼灼,suitang
傍蓮池,0.022849925208734773,灼灼,suitang
，,0.022756313944189383,灼灼,suitang
𩄇,0.022504388859744404,灼灼,suitang
爾以,0.02239543117582031,灼灼,suitang
禛,0.022307661936300755,灼灼,suitang
宜家,0.022297597276522616,灼灼,suitang
時鳥鳴,0.02205923879629685,灼灼,suitang
生華季,0.021625462346775915,灼灼,suitang
並言之則,0.021472445375286742,灼灼,suitang
逶,0.021017506291267158,灼灼,suitang
爾,0.021011933715834947,灼灼,suitang
紅榴吐何,0.020954138778742974,灼灼,suitang
言華之盛桃,0.020932291492185926,灼灼,suitang
其少壯,0.020479202572537252,灼灼,suitang
愛棲趾,0.020441537455384334,灼灼,suitang
如雨,0.020379466559861618,灼灼,suitang
未華,0.020379039283107192,灼灼,suitang
丹華吐日,0.020341494641315676,灼灼,suitang
言桃,0.02005450625968103,灼灼,suitang
心娱,0.020020168008869157,灼灼,suitang
花元,0.01996903288129538,灼灼,suitang
華之盛,0.019787588333793255,灼灼,suitang
明珠,0.019762509054077258,灼灼,suitang
逐漪,0.019648084614198768,灼灼,suitang
美顏色,0.019365816949031844,灼灼,suitang
翠葉,0.01930570071156407,灼灼,suitang
可佳,0.019212398932474544,灼灼,suitang
令,0.019135431519338292,灼灼,suitang
賦注作,0.019039341569482518,灼灼,suitang
其華興,0.018959158199824872,灼灼,suitang
之纖枝,0.01886172062435546,灼灼,suitang
不少,0.01875974595130803,灼灼,suitang
賞者,0.018730549608204066,灼灼,suitang
盛芬華,0.01870940910815617,灼灼,suitang
漣,0.01869434869391113,灼灼,suitang
有華者,0.01868789635420252,灼灼,suitang
榮瑞兹,0.018648288673248144,灼灼,suitang
争顰翠蛾,0.01859865717152964,灼灼,suitang
華敷,0.01852188355634549,灼灼,suitang
有輝光,0.018406480750568076,灼灼,suitang
之少,0.01834067464670944,灼灼,suitang
［,0.018298302855474378,灼灼,suitang
朱華,0.018267436245984474,灼灼,suitang
迥出,0.018230558272589847,灼灼,suitang
］,0.01816773851352085,灼灼,suitang
繁星,0.018107129369223863,灼灼,suitang
朱華煒,0.018089595854928132,灼灼,suitang
良人,0.018058197739583153,灼灼,suitang
那燈,0.01801783589419224,灼灼,suitang
散亂,0.01801758107910758,灼灼,suitang
紅缸,0.017986393666208276,灼灼,suitang
惟桃,0.017921772030160703,灼灼,suitang
或華,0.017868340588580413,灼灼,suitang
榦,0.017864462994247713,灼灼,suitang
梳揮手,0.0178379880313179,灼灼,suitang
錦水邊,0.017836397234270416,灼灼,suitang
蜀都,0.017829513490482698,灼灼,suitang
紛錯,0.01777454435222096,灼灼,suitang
聊逢,0.017690380276337247,灼灼,suitang
此詩,0.017678047605117386,灼灼,suitang
少,0.01763961206550356,灼灼,suitang
迤漢宫,0.017592493025679837,灼灼,suitang
之云嘗聞,0.01753826377017899,灼灼,suitang
萋萋,0.017525050964587164,灼灼,suitang
正義曰,0.01747702107050344,灼灼,suitang
臨水勞,0.017450093655176795,灼灼,suitang
宋文,0.017430567159735146,灼灼,suitang
栖趾,0.017417890496102793,灼灼,suitang
轉筋,0.01735580874976286,灼灼,suitang
敷,0.01733368476433602,灼灼,suitang
㠯,0.017289938166896533,灼灼,suitang
手足,0.017251926542085058,灼灼,suitang
皇猷,0.017194774351578325,灼灼,suitang
之樹煥,0.01719458427902966,灼灼,suitang
故辨,0.01707293546011974,灼灼,suitang
瑩瑩,0.0170578618603275,灼灼,suitang
闕,0.01701260050042769,灼灼,suitang
飲五升,0.016988828582426715,灼灼,suitang
竹葉,0.01697940653844528,灼灼,suitang
銀盤,0.016973810219102277,灼灼,suitang
芳馥,0.016942002018218393,灼灼,suitang
榮紅葩,0.01690657994388117,灼灼,suitang
多品,0.016888767353722273,灼灼,suitang
以詩,0.016876970563070415,灼灼,suitang
焉且,0.016798640502667803,灼灼,suitang
美其,0.01679144673005457,灼灼,suitang
臨黃道,0.016771955009290556,灼灼,suitang
朝霞,0.01668877169151351,灼灼,suitang
彌光,0.016679798391949746,灼灼,suitang
蹊,0.016631892914792234,灼灼,suitang
珠玉,0.016502177482390013,灼灼,suitang
如景宿,0.016472031093455543,灼灼,suitang
蠓,0.016471175709807332,灼灼,suitang
之殊,0.016453449890954135,灼灼,suitang
之花,0.016452748037922158,灼灼,suitang
花雲髻,0.01636546219818726,灼灼,suitang
火俱燃,0.016352138022016075,灼灼,suitang
粲粲,0.01634094792073619,灼灼,suitang
之映,0.016326364885439003,灼灼,suitang
降祉,0.016292069844770246,灼灼,suitang
不自言于,0.016254911108913958,灼灼,suitang
而益,0.01624823204396882,灼灼,suitang
適自亂,0.016241817144968418,灼灼,suitang
抱愁,0.016233401425082526,灼灼,suitang
城外,0.016192587248764694,灼灼,suitang
之葉,0.016186461469895903,灼灼,suitang
出爛,0.01617205411821467,灼灼,suitang
著天,0.01616379466826708,灼灼,suitang
然此桃,0.016157705329239793,灼灼,suitang
聲芳,0.016134307681195642,灼灼,suitang
中因,0.016133703780708705,灼灼,suitang
花數,0.016124116238497115,灼灼,suitang
獨樂,0.016117906433771464,灼灼,suitang
爭顰翠娥,0.016097864274096506,灼灼,suitang
入紫煙,0.016076042001239917,灼灼,suitang
逶迤,0.016051518402710206,灼灼,suitang
則已,0.01604297603792557,灼灼,suitang
繁生,0.016041440637277398,灼灼,suitang
一經過,0.016031309679330915,灼灼,suitang
諷德九門,0.016030349115749003,灼灼,suitang
耳目,0.0159670552313045,灼灼,suitang
緣溪,0.015942059871559038,灼灼,suitang
果實,0.0159212581448446,灼灼,suitang
昨,0.015882157331329867,灼灼,suitang
往来,0.01587447307699525,灼灼,suitang
德享,0.015861928275239627,灼灼,suitang
翻風,0.015861038672366202,灼灼,suitang
龜,0.015851991235343952,灼灼,suitang
之殊榮,0.015851806691569208,灼灼,suitang
宫桃,0.01584468262485642,灼灼,suitang
濃煮,0.015814352587283947,灼灼,suitang
同雨染烟,0.015798403354825186,灼灼,suitang
之羅,0.015792731093276457,灼灼,suitang
淋,0.015780436709203954,灼灼,suitang
八九,0.015770979041910205,灼灼,suitang
嬌容姿,0.015760720927229452,灼灼,suitang
綠葉臻,0.015674500496081517,灼灼,suitang
重明,0.01562853775837603,灼灼,suitang
李君,0.015624551168684286,灼灼,suitang
瑞茲,0.015622682927626289,灼灼,suitang
照水,0.015501004374478372,灼灼,suitang
似天,0.015479290227498855,灼灼,suitang
仙盤,0.015392901368643725,灼灼,suitang
勳業成,0.015371617157340143,灼灼,suitang
綏山枝,0.015367784297628702,灼灼,suitang
號紅,0.01535409119993574,灼灼,suitang
正午,0.015348049963209057,灼灼,suitang
□,0.015268930432213763,灼灼,suitang
之音,0.015224533379316845,灼灼,suitang
其榮,0.015223333935278813,灼灼,suitang
疑臨河,0.015184703584737913,灼灼,suitang
鹿眠,0.01518347296983609,灼灼,suitang
田田,0.015148525357297537,灼灼,suitang
盤時,0.015148430337874889,灼灼,suitang
藍無毒,0.015104183861731226,灼灼,suitang
使熱,0.015082442172304861,灼灼,suitang
綺華,0.015045063838748677,灼灼,suitang
輕擢,0.014972692088202694,灼灼,suitang
妖容姿,0.014958731624644556,灼灼,suitang
含宿霧,0.014955374226850946,灼灼,suitang
獨夭桃,0.01494701077105898,灼灼,suitang
以舒葩,0.014942363207571826,灼灼,suitang
落落,0.014940448893924534,灼灼,suitang
令熱,0.014920900247231469,灼灼,suitang
異鳥,0.014911311423691122,灼灼,suitang
正下露,0.01490270227636354,灼灼,suitang
成仙,0.014893181843095446,灼灼,suitang
遊不歸,0.014845074564651728,灼灼,suitang
迢迢,0.014822357270176141,灼灼,suitang
獨明,0.014808992505530204,灼灼,suitang
酡,0.014773630580688766,灼灼,suitang
悅澤若九春,0.014767869703039173,灼灼,suitang
橫劭,0.014752850566004812,灼灼,suitang
隻,0.014749492659836397,灼灼,suitang
仰承,0.014741836266552807,灼灼,suitang
云興者,0.014722785424098165,灼灼,suitang
萬國會,0.014711594931185517,灼灼,suitang
蠛,0.014707634189702964,灼灼,suitang
酒市,0.014698471225108253,灼灼,suitang
迤,0.01467660902435844,灼灼,suitang
而溫,0.014651245126388959,灼灼,suitang
繁華燁,0.01464844186686938,灼灼,suitang
徳者,0.014615922417481265,灼灼,suitang
花憶,0.01455072708591188,灼灼,suitang
容顏,0.014508458751406836,灼灼,suitang
肘後備,0.014498460499949989,灼灼,suitang
臻,0.014492707030240987,灼灼,suitang
縞羽,0.014484492474148807,灼灼,suitang
美玉,0.014479043533024651,灼灼,suitang
枝承蕤,0.014455762489920594,灼灼,suitang
擬之于,0.014428467468564538,灼灼,suitang
花,0.01441759088773638,灼灼,suitang
載有,0.014393622880529528,灼灼,suitang
擢苗,0.014353132152446902,灼灼,suitang
應慘,0.014351560674838067,灼灼,suitang
生君,0.014327216537184502,灼灼,suitang
太乙爐,0.014325915943908488,灼灼,suitang
顏猶,0.014323345536574454,灼灼,suitang
依依,0.014283813080459739,灼灼,suitang
應韓,0.014271948143973893,灼灼,suitang
游不歸,0.014259244695211434,灼灼,suitang
當軒織,0.014253688469150181,灼灼,suitang
蓋銷,0.014250368307449586,灼灼,suitang
傴僂織,0.01424502131219576,灼灼,suitang
效約成,0.014244277326655109,灼灼,suitang
其雋,0.014240786386121399,灼灼,suitang
忠武,0.014207984799194405,灼灼,suitang
油,0.014201832225761917,灼灼,suitang
蝶戀,0.014184738390656428,灼灼,suitang
汗,0.01418448906952959,灼灼,suitang
鮮花,0.014179366321570125,灼灼,suitang
値,0.014177787451827096,灼灼,suitang
雄圖斯契,0.014154906516447418,灼灼,suitang
不死花,0.014151427188132925,灼灼,suitang
有華兮,0.014139112580545387,灼灼,suitang
駢紅,0.014135533319785619,灼灼,suitang
根偃息瘴蠻,0.014131196816069067,灼灼,suitang
其貌,0.0141243889702873,灼灼,suitang
漬,0.01412326672812558,灼灼,suitang
盖頌桃,0.014109739029885979,灼灼,suitang
大海,0.014109242012500908,灼灼,suitang
綠泉,0.01410706591146909,灼灼,suitang
吐桂榮松,0.014094051837283423,灼灼,suitang
移根,0.014090034434635057,灼灼,suitang
委貞姿,0.014080300046761529,灼灼,suitang
之堂,0.014053511510162429,灼灼,suitang
徇高,0.014044404748155466,灼灼,suitang
爾漬,0.014042223111421516,灼灼,suitang
半岩花,0.014041151203470258,灼灼,suitang
熱煮湯,0.014036852554583482,灼灼,suitang
嘉穎,0.01402941334619355,灼灼,suitang
之言桃,0.014011110037476942,灼灼,suitang
競芳,0.014000795806700234,灼灼,suitang
蒸萬實,0.013975770684614428,灼灼,suitang
然美,0.013971871378330909,灼灼,suitang
龍蔚青,0.013964095138088047,灼灼,suitang
俞夏園,0.013956548684313026,灼灼,suitang
宋張,0.013956548684313017,灼灼,suitang
終焉,0.013907785475556279,灼灼,suitang
黄紫華,0.01390304387748138,灼灼,suitang
周南,0.013897976124892448,灼灼,suitang
不暇,0.013889886948841634,灼灼,suitang
槐壇,0.013881474255112332,灼灼,suitang
隋蕭,0.013868732596114491,灼灼,suitang
活血,0.01385802999951547,灼灼,suitang
處雲扶,0.01384650849162608,灼灼,suitang
孫七襄,0.013827475189231215,灼灼,suitang
孤美,0.013825062904333236,灼灼,suitang
婀娜,0.013820025308731646,灼灼,suitang
穆穆,0.013815950864020285,灼灼,suitang
絪縕,0.013815901105575462,灼灼,suitang
深谷,0.013814316159137384,灼灼,suitang
燒也,0.013803418275945736,灼灼,suitang
成妍,0.013801728584847196,灼灼,suitang
曇,0.01378593896690839,灼灼,suitang
盛壯,0.01377465825775714,灼灼,suitang
戔戔,0.013760688259730607,灼灼,suitang
光其華,0.013729688526826187,灼灼,suitang
更壯,0.013726855696391094,灼灼,suitang
衒,0.013723709205725331,灼灼,suitang
為,0.013722507995944908,灼灼,suitang
孤邈,0.013722353278883945,灼灼,suitang
五六,0.01370710641137969,灼灼,suitang
冷則易,0.013698409428190757,灼灼,suitang
園中花,0.013695989008554217,灼灼,suitang
伊君,0.01368878308823184,灼灼,suitang
而燿野,0.013663215596326423,灼灼,suitang
山榴開,0.013659823838866056,灼灼,suitang
喬,0.013651861358021936,灼灼,suitang
照其,0.01363830820092144,灼灼,suitang
盛華以,0.01363785805405902,灼灼,suitang
亮狀,0.013637278517778108,灼灼,suitang
位于,0.013629234898049122,灼灼,suitang
出矮牆,0.013614761331479574,灼灼,suitang
有華,0.013613637995297021,灼灼,suitang
之團團,0.01357775623870112,灼灼,suitang
彼不伐兮秋,0.01355262370573438,灼灼,suitang
翻花,0.013548808797223035,灼灼,suitang
輔翊,0.013545231557924307,灼灼,suitang
炎炎,0.013539584137721035,灼灼,suitang
明矣,0.013524227987007772,灼灼,suitang
季女,0.01351849149429235,灼灼,suitang
含熱,0.013506017607363094,灼灼,suitang
桃有,0.013499560629644228,灼灼,suitang
露華人間,0.013499056647088916,灼灼,suitang
吉祥,0.013496180873121296,灼灼,suitang
文昭,0.013489495956234145,灼灼,suitang
馥以,0.013480305921695026,灼灼,suitang
方寸,0.013467054149315446,灼灼,suitang
終然,0.013453308795106693,灼灼,suitang
珠衣,0.01344149979759885,灼灼,suitang
簡孚,0.013434992189934991,灼灼,suitang
只效,0.013433332348897058,灼灼,suitang
衰之時,0.013423019963877826,灼灼,suitang
外縛,0.013361867135123618,灼灼,suitang
芳年,0.013349244533517102,灼灼,suitang
美色,0.013333157161921702,灼灼,suitang
暈然,0.013321324447208717,灼灼,suitang
之池,0.01332116458550602,灼灼,suitang
栽夭桃,0.013294298903512776,灼灼,suitang
英布,0.013283049649269527,灼灼,suitang
元首,0.013281257467674742,灼灼,suitang
甘自不才,0.013275939684702262,灼灼,suitang
驚凡目,0.013271785281700695,灼灼,suitang
瑰奇,0.013264019531457788,灼灼,suitang
浮萍,0.013262201289022427,灼灼,suitang
人俊,0.013248251255800201,灼灼,suitang
老而,0.013239251802093075,灼灼,suitang
邊葉,0.013235745337612318,灼灼,suitang
躁疾,0.013223963964916924,灼灼,suitang
素應,0.013214911596298843,灼灼,suitang
綠葉,0.013192354547415313,灼灼,suitang
若九春,0.013191787723005863,灼灼,suitang
熲,0.013190921755357386,灼灼,suitang
世族,0.01318452175355013,灼灼,suitang
不悉,0.013183519880505111,灼灼,suitang
怡怡,0.013172131430842724,灼灼,suitang
不自言,0.013165784024562574,灼灼,suitang
摛,0.01316388537637986,灼灼,suitang
英資冠世,0.013160000018575457,灼灼,suitang
實可,0.01315398589909995,灼灼,suitang
以曜,0.013144867732049023,灼灼,suitang
岳之勢,0.013144705721328425,灼灼,suitang
價酬,0.01314212170748536,灼灼,suitang
五束,0.013141450236498932,灼灼,suitang
別時花,0.013140561981414974,灼灼,suitang
別後葉,0.013137064630383525,灼灼,suitang
紛枝,0.013134580957776011,灼灼,suitang
曳六銖,0.013134088187702267,灼灼,suitang
綺質,0.01310765068172136,灼灼,suitang
至生,0.01309823934052996,灼灼,suitang
從化,0.013092693820405241,灼灼,suitang
飛辯,0.01308839257724483,灼灼,suitang
綿,0.013088049315058433,灼灼,suitang
開處,0.013070909077367479,灼灼,suitang
而色動,0.013065939986549537,灼灼,suitang
發綬文,0.013064891157107976,灼灼,suitang
則好樂,0.013062957613900934,灼灼,suitang
欗,0.013021307393978327,灼灼,suitang
𣺯,0.01301459637475049,灼灼,suitang
幾叢叢,0.013014227473470079,灼灼,suitang
减而,0.013003619458313515,灼灼,suitang
高柱,0.012997409087237847,灼灼,suitang
可驚者,0.012995067087927232,灼灼,suitang
連綿九野,0.01299284153578487,灼灼,suitang
山立淵,0.012986024919908901,灼灼,suitang
異花,0.012972965644023853,灼灼,suitang
地人,0.01297016914456415,灼灼,suitang
遮,0.012955536467676929,灼灼,suitang
熬令,0.012947687002587738,灼灼,suitang
煇,0.012937038898197048,灼灼,suitang
光澤,0.012915917723120392,灼灼,suitang
生熟,0.012915917723120385,灼灼,suitang
秦中,0.012915470194211675,灼灼,suitang
多顛,0.012901339292571702,灼灼,suitang
庭花,0.012891785778298734,灼灼,suitang
名貴,0.012885012901541296,灼灼,suitang
儲氏,0.012884910307965161,灼灼,suitang
自翳,0.012873097006997186,灼灼,suitang
鴛鴦語,0.012861504365944756,灼灼,suitang
質以,0.012859787872760948,灼灼,suitang
有光輝,0.012848274170635596,灼灼,suitang
翩然而至,0.01280377315895979,灼灼,suitang
壯之桃,0.012802103049301197,灼灼,suitang
道符,0.012801264663864964,灼灼,suitang
畨,0.012800964687754953,灼灼,suitang
妙剎,0.012800655560639777,灼灼,suitang
采于,0.012794231136138381,灼灼,suitang
員應,0.01277400733287889,灼灼,suitang
藻,0.01276461300927971,灼灼,suitang
火性,0.012738892969405204,灼灼,suitang
生光,0.01273668751932175,灼灼,suitang
高,0.012731187612237026,灼灼,suitang
置,0.012728973183396967,灼灼,suitang
之妙服,0.01272097881335772,灼灼,suitang
沉沉,0.012707943856430844,灼灼,suitang
茸茸,0.012705061822137214,灼灼,suitang
各何,0.01270137152379522,灼灼,suitang
蔕,0.012701157167006342,灼灼,suitang
樂挺翠盖,0.012696692464354944,灼灼,suitang
繁華曄而曜野,0.012694826750021943,灼灼,suitang
深澗,0.012681312038527395,灼灼,suitang
英武,0.012660527478697267,灼灼,suitang
其華喻,0.012659365695716143,灼灼,suitang
熊熊,0.012654396390336902,灼灼,suitang
馴朝,0.012630873970636095,灼灼,suitang
而熱,0.012630269171762404,灼灼,suitang
尚繁,0.012625657670139172,灼灼,suitang
生絲,0.012602231347412956,灼灼,suitang
無常,0.012601683766308837,灼灼,suitang
遠近,0.012586876726353237,灼灼,suitang
早發,0.012580840441628717,灼灼,suitang
朝暮,0.012575655592998827,灼灼,suitang
何草,0.012552258028666914,灼灼,suitang
恆,0.01255196022995007,灼灼,suitang
地籟天,0.012547961326300755,灼灼,suitang
言三載,0.012540751317839119,灼灼,suitang
人,0.012540505515440102,灼灼,suitang
騰秀,0.01251768486211733,灼灼,suitang
忽落,0.012512986096860584,灼灼,suitang
青不受,0.012508720440667047,灼灼,suitang
半繁枝,0.012502955897686496,灼灼,suitang
德量,0.012493650352138851,灼灼,suitang
卷書帶,0.012487477221566201,灼灼,suitang
華構,0.012476651134651429,灼灼,suitang
咎敗,0.012470953001627507,灼灼,suitang
𡵯,0.012451484272228999,灼灼,suitang
箋,0.01244477916925311,灼灼,suitang
成徑,0.012438116707705558,灼灼,suitang
盈盈,0.012423238385778709,灼灼,suitang
舒葩,0.012387243544155851,灼灼,suitang
其正,0.012382920484837153,灼灼,suitang
泓,0.012377035755812171,灼灼,suitang
